replay_stratum	run_id	rank	trajectory_id	rng_stream	rng_counter	status	termination_reason	event_observed	t_capture_s	t_first_unbinding_s	t_final_unbinding_s	t_escape_s	t_censor_s	lifetime_first_unbinding_s	lifetime_final_unbinding_s	lifetime_validated_escape_s	r_capture_Rsun	E_capture_eV	r_first_unbinding_Rsun	E_first_unbinding_eV	r_final_unbinding_Rsun	E_final_unbinding_eV	r_escape_Rsun	vr_escape_km_s	E_escape_eV	n_scatter_total	n_bound_to_unbound	n_recapture	min_energy_after_capture_eV	max_r_Rsun	time_inside_sun_s	time_outside_sun_s	n_integrator_steps	max_abs_ballistic_energy_drift_eV	max_scaled_ballistic_energy_drift	trace_written	replay_initial_time_s	replay_initial_x_km	replay_initial_y_km	replay_initial_z_km	replay_initial_vx_km_s	replay_initial_vy_km_s	replay_initial_vz_km_s	rng_state_before_initial_conditions	rng_state_before_simulation
short_peak	1784711067735594	3	6248	3	6248	escaped	outward_escape	1	3.08086728359274275e+03	3.38609256872268452e+03	3.38609256872268452e+03	4.13068783824042566e+03	nan	3.05225285129941767e+02	3.05225285129941767e+02	1.04982055464768291e+03	3.46627344430756712e-01	-1.77392333475038377e+01	3.65592393647003189e-01	6.90045893346885890e+01	3.65592393647003189e-01	6.90045893346885890e+01	2.00000000000000044e+00	1.87736249315158329e+03	1.96514328068594580e+02	17	1	0	-1.77398773560935190e+01	2.00000000000000044e+00	6.72223039469263313e+02	3.77597515178419940e+02	310	6.03689304264491966e-02	3.07293020162505820e-04	1	0.00000000000000000e+00	9.86512835135804344e+04	-2.88510696981526387e+05	-1.35758000205820566e+06	-1.84892361724433755e+02	-8.00637616076498801e+01	3.96366446868307435e+02	3042040076 2928489390 622020392 3445416248 2664713761 2696050917 3771165263 1847287254 899048171 312320979 3223819559 4229751618 1616510296 2914913146 116766172 2178104215 3243845113 1789256343 1359540020 3695806268 2558769618 2178031646 68085438 3501763053 128872642 2499772176 3756876583 1318086185 725864640 172167051 1026382810 661833207 1705270006 1110741212 3913211151 3689688774 2400927439 1004765967 2736748186 1037042872 1766381830 108926897 1078486122 2123085447 1461800464 90640720 2314745200 1699394947 3876144278 2318486599 2748990495 1292231751 3607409769 2731753661 2464992053 2861465304 597204094 2411441508 2469466759 3265961679 492781024 3469278656 818462227 575322448 300051696 1276675846 769535854 2835773221 70844475 3256987315 1384997835 1091167203 3749445163 36070067 749990851 1166861061 3129630258 3799981478 731867133 923951474 2917791076 3913083114 1272094629 3483007639 209584744 548967366 3145397080 3326721260 1159577704 2991115872 2182513365 4224034036 1764027399 3034040843 2528486436 3019532812 1051872129 2070591460 3145215006 122142726 231731928 3225414660 3980906332 2188273855 2762130075 2431470230 701945068 1846100380 3271339388 1995731094 416717718 1410964353 2878625998 1343068292 1508011997 551600316 2459307755 609151054 3000410130 1215315874 550352787 3739702184 1720443510 507084351 1561360892 3363039142 1403866920 3293467800 2628238785 999418809 2124474136 2694607737 1913846420 128250184 1622823436 2515176781 840527143 830869356 1191776865 240844932 3434098291 425896925 2127832795 1241067540 3969222504 2766271094 3637360983 3095644075 1707695255 4115110303 2863944046 3230843338 1287942446 2074538813 3013832519 1894706132 2475865084 522575212 1791637983 719037918 2883019090 4034234568 3420950837 204559859 1456173001 3019887883 172677141 2654689064 781109868 1351669720 1700306646 4010434831 3813906241 2795715467 2743195581 1812879387 1318944418 2867081015 593604227 110358685 3931258968 791783918 1429121854 4030198418 2855098747 1745625930 966002919 3366985547 1719210910 4046657006 1627959932 1011144834 1937838054 3412888493 2615660235 3882829803 1245964383 1637993305 971532957 3234505071 1185359625 617478134 2524667737 1762440164 3321357885 1281809575 659866601 1962110087 338680136 3960749656 874251142 1676238587 1566026164 2581049172 122978681 3942107126 3848237266 2191061384 2293095411 4125387953 1627572785 391616755 3354108141 1832358092 1993435675 1725209392 64611441 1146519346 2094195529 2056522405 24211667 753204111 53998629 549559220 794803368 1689201376 1287925993 27315770 199529687 2376367359 3108567084 2603046228 2484491647 149868166 1556503166 628568841 3432218311 2946419986 800541050 3258332374 1714607439 3785851015 2915527614 2489094968 588494897 3171936253 1431265522 2328646943 3064286013 3467377904 1574228095 649546732 4082025508 1670734162 2993465230 1952977160 3633812759 2701551770 2571679313 1564398660 1676546457 1881375835 2539814120 3383759296 2362939842 679706506 2086502094 916837360 3853905957 1871551361 2469165363 2399660485 1629604902 1022461695 2099091173 75492324 3474717634 1559834451 675778355 898336992 3557964745 1566267496 2243121696 791898050 131582681 4173073039 203424833 1232004130 2139926348 2699608077 1811469759 1456900622 2602946295 11059529 1702734620 2847363304 3280496085 3640904811 751214895 2008161523 2409824333 2849621429 74905583 2202479422 3041225806 598961399 2860954643 1399992900 959842699 1095018968 3259434729 1089322044 1406014185 892629099 2553668387 233923392 4291475011 2652243509 3342083391 1987422940 2283538733 1427292655 3538638228 2236681248 3330373349 4115068977 181541226 434793691 4053120080 1418552941 3412660119 3902415346 3405045667 3555035593 890511701 286399218 3363617448 2594239478 1285986020 1362277364 634197510 84817507 2309676410 1540405934 707169737 993796549 3133659664 922727110 3917046375 3436073865 3766006711 841777498 1584945693 2938192812 2437376581 2074674607 116489056 776591180 2355616342 1634648135 1042470125 1737152947 3685178228 441387939 1303254993 3218812840 4150480889 4147952934 2742243285 3032260777 3766696098 1624491070 1190244577 2383774432 1552223685 4181339172 1309402777 2440538111 1750513971 1803185153 512569248 2527002602 1516041884 3785829525 4047856748 1319387180 460815162 2622012520 1410126114 520401932 3610559087 532574861 1583845891 1200402293 2214181492 3453741287 2554765737 2984094187 411749332 1311345528 1114581495 1886720262 511388603 3005666005 1026370529 3436423671 4152618596 3201257759 31454412 3705235621 2877583411 26181958 340313479 169240041 2447094159 3559419897 1233247498 1350239373 4278273759 1011123835 684573036 2504328616 1847116815 525698825 2078791017 4260619960 3621956255 3987330074 3684327780 2506474086 736885731 2232754261 846805962 2016673995 825108222 3566896585 3683241362 3368666143 743246154 2500214860 3129011384 1116045058 2642230816 1731685212 1935757798 2875592262 676204544 62148550 1119527702 3623441149 1585576937 2315406186 1881784189 2389476562 3683160957 3994924170 1463916976 2246911563 3833664824 3048941279 4269988660 26839551 2311656834 2360244333 2082029793 872990557 3147608617 3589049990 392875427 665492530 3166813322 3612963094 515726490 3092122603 216602493 161627744 4136831183 2512150077 2231464838 2236359667 2400840111 2093266121 3708761631 395012272 3828013304 3699032200 3347561543 808220806 3383766500 3623171006 2129327809 749850041 2984594116 2536669906 2739710230 4022793072 1192660862 992376728 826281402 2501225556 1570297678 2353987468 3758720496 1086278201 478067205 3097493271 1981412184 1394646742 4071250043 4112819468 3077343865 3396090721 3743559799 1462460262 3120336956 2666947665 1996636230 1349611803 791158302 4287334841 185834708 1423434481 2029803185 3779462899 979475597 1869178174 2149371831 2972545941 941680750 4037250228 2806682093 2394720563 170740049 2918835307 1059713380 614304810 82637248 313410251 727517208 1261792633 2902397715 1078224969 2353537535 277888028 3287669010 808728758 719430056 2226765899 3691729283 1926534093 766926440 2672850516 2909519277 2700494637 890654436 1949801780 3525996844 445651019 99845788 2257228412 3942500003 181750658 1553946631 1537825834 647130286 3330076882 2151877532 1639320747 223962034 84403968 4066689160 3723632052 3617955497 3745201655 1936328974 172714853 1025215710 1036031608 4003645400 1378349474 2074920875 2952894290 1925418729 62680570 1522107945 811323530 979941804 3025975796 3097459178 2581627802 2653077730 3331417890 1241529388 2176754679 4201402989 3228647486 761514158 1020913538 2092667524 4140565868 4045750355 1702828858 2179160180 3298184466 3953048286 3064113089 2743623020 1774358993 800405844 509607915 2776439384 3998158993 1164868794 1105172412	68085438 3501763053 128872642 2499772176 3756876583 1318086185 725864640 172167051 1026382810 661833207 1705270006 1110741212 3913211151 3689688774 2400927439 1004765967 2736748186 1037042872 1766381830 108926897 1078486122 2123085447 1461800464 90640720 2314745200 1699394947 3876144278 2318486599 2748990495 1292231751 3607409769 2731753661 2464992053 2861465304 597204094 2411441508 2469466759 3265961679 492781024 3469278656 818462227 575322448 300051696 1276675846 769535854 2835773221 70844475 3256987315 1384997835 1091167203 3749445163 36070067 749990851 1166861061 3129630258 3799981478 731867133 923951474 2917791076 3913083114 1272094629 3483007639 209584744 548967366 3145397080 3326721260 1159577704 2991115872 2182513365 4224034036 1764027399 3034040843 2528486436 3019532812 1051872129 2070591460 3145215006 122142726 231731928 3225414660 3980906332 2188273855 2762130075 2431470230 701945068 1846100380 3271339388 1995731094 416717718 1410964353 2878625998 1343068292 1508011997 551600316 2459307755 609151054 3000410130 1215315874 550352787 3739702184 1720443510 507084351 1561360892 3363039142 1403866920 3293467800 2628238785 999418809 2124474136 2694607737 1913846420 128250184 1622823436 2515176781 840527143 830869356 1191776865 240844932 3434098291 425896925 2127832795 1241067540 3969222504 2766271094 3637360983 3095644075 1707695255 4115110303 2863944046 3230843338 1287942446 2074538813 3013832519 1894706132 2475865084 522575212 1791637983 719037918 2883019090 4034234568 3420950837 204559859 1456173001 3019887883 172677141 2654689064 781109868 1351669720 1700306646 4010434831 3813906241 2795715467 2743195581 1812879387 1318944418 2867081015 593604227 110358685 3931258968 791783918 1429121854 4030198418 2855098747 1745625930 966002919 3366985547 1719210910 4046657006 1627959932 1011144834 1937838054 3412888493 2615660235 3882829803 1245964383 1637993305 971532957 3234505071 1185359625 617478134 2524667737 1762440164 3321357885 1281809575 659866601 1962110087 338680136 3960749656 874251142 1676238587 1566026164 2581049172 122978681 3942107126 3848237266 2191061384 2293095411 4125387953 1627572785 391616755 3354108141 1832358092 1993435675 1725209392 64611441 1146519346 2094195529 2056522405 24211667 753204111 53998629 549559220 794803368 1689201376 1287925993 27315770 199529687 2376367359 3108567084 2603046228 2484491647 149868166 1556503166 628568841 3432218311 2946419986 800541050 3258332374 1714607439 3785851015 2915527614 2489094968 588494897 3171936253 1431265522 2328646943 3064286013 3467377904 1574228095 649546732 4082025508 1670734162 2993465230 1952977160 3633812759 2701551770 2571679313 1564398660 1676546457 1881375835 2539814120 3383759296 2362939842 679706506 2086502094 916837360 3853905957 1871551361 2469165363 2399660485 1629604902 1022461695 2099091173 75492324 3474717634 1559834451 675778355 898336992 3557964745 1566267496 2243121696 791898050 131582681 4173073039 203424833 1232004130 2139926348 2699608077 1811469759 1456900622 2602946295 11059529 1702734620 2847363304 3280496085 3640904811 751214895 2008161523 2409824333 2849621429 74905583 2202479422 3041225806 598961399 2860954643 1399992900 959842699 1095018968 3259434729 1089322044 1406014185 892629099 2553668387 233923392 4291475011 2652243509 3342083391 1987422940 2283538733 1427292655 3538638228 2236681248 3330373349 4115068977 181541226 434793691 4053120080 1418552941 3412660119 3902415346 3405045667 3555035593 890511701 286399218 3363617448 2594239478 1285986020 1362277364 634197510 84817507 2309676410 1540405934 707169737 993796549 3133659664 922727110 3917046375 3436073865 3766006711 841777498 1584945693 2938192812 2437376581 2074674607 116489056 776591180 2355616342 1634648135 1042470125 1737152947 3685178228 441387939 1303254993 3218812840 4150480889 4147952934 2742243285 3032260777 3766696098 1624491070 1190244577 2383774432 1552223685 4181339172 1309402777 2440538111 1750513971 1803185153 512569248 2527002602 1516041884 3785829525 4047856748 1319387180 460815162 2622012520 1410126114 520401932 3610559087 532574861 1583845891 1200402293 2214181492 3453741287 2554765737 2984094187 411749332 1311345528 1114581495 1886720262 511388603 3005666005 1026370529 3436423671 4152618596 3201257759 31454412 3705235621 2877583411 26181958 340313479 169240041 2447094159 3559419897 1233247498 1350239373 4278273759 1011123835 684573036 2504328616 1847116815 525698825 2078791017 4260619960 3621956255 3987330074 3684327780 2506474086 736885731 2232754261 846805962 2016673995 825108222 3566896585 3683241362 3368666143 743246154 2500214860 3129011384 1116045058 2642230816 1731685212 1935757798 2875592262 676204544 62148550 1119527702 3623441149 1585576937 2315406186 1881784189 2389476562 3683160957 3994924170 1463916976 2246911563 3833664824 3048941279 4269988660 26839551 2311656834 2360244333 2082029793 872990557 3147608617 3589049990 392875427 665492530 3166813322 3612963094 515726490 3092122603 216602493 161627744 4136831183 2512150077 2231464838 2236359667 2400840111 2093266121 3708761631 395012272 3828013304 3699032200 3347561543 808220806 3383766500 3623171006 2129327809 749850041 2984594116 2536669906 2739710230 4022793072 1192660862 992376728 826281402 2501225556 1570297678 2353987468 3758720496 1086278201 478067205 3097493271 1981412184 1394646742 4071250043 4112819468 3077343865 3396090721 3743559799 1462460262 3120336956 2666947665 1996636230 1349611803 791158302 4287334841 185834708 1423434481 2029803185 3779462899 979475597 1869178174 2149371831 2972545941 941680750 4037250228 2806682093 2394720563 170740049 2918835307 1059713380 614304810 82637248 313410251 727517208 1261792633 2902397715 1078224969 2353537535 277888028 3287669010 808728758 719430056 2226765899 3691729283 1926534093 766926440 2672850516 2909519277 2700494637 890654436 1949801780 3525996844 445651019 99845788 2257228412 3942500003 181750658 1553946631 1537825834 647130286 3330076882 2151877532 1639320747 223962034 84403968 4066689160 3723632052 3617955497 3745201655 1936328974 172714853 1025215710 1036031608 4003645400 1378349474 2074920875 2952894290 1925418729 62680570 1522107945 811323530 979941804 3025975796 3097459178 2581627802 2653077730 3331417890 1241529388 2176754679 4201402989 3228647486 761514158 1020913538 2092667524 4140565868 4045750355 1702828858 2179160180 3298184466 3953048286 3064113089 2743623020 1774358993 800405844 509607915 2776439384 3998158993 1164868794 1105172412 3406702015 109408950 967492752 22435232 3606052384 3071055867 813760926 3816414 1570605521 559799269 3486767178 1755723128 1492553413 18215705 3918806034 3890153880 1601999681 363420795 3807865449 3150066317 4263919888 1138263955
short_peak	1784711067735594	3	7207	3	7207	escaped	outward_escape	1	2.20705593467986000e+03	2.51134732204167585e+03	2.51134732204167585e+03	4.38266479653163515e+03	nan	3.04291387361815850e+02	3.04291387361815850e+02	2.17560886185177515e+03	7.83786516508146680e-01	-7.81418749550136127e+00	6.80885899027237840e-01	8.46561566132931809e+00	6.80885899027237840e-01	8.46561566132931809e+00	2.00000000000000044e+00	5.20506915466506143e+02	8.49700473831677883e+00	2	1	0	-7.84260514326701053e+00	2.00000000000000044e+00	8.36853853732848165e+02	1.33875500811892698e+03	37	3.13890769874607400e-02	3.70783156750726511e-03	1	0.00000000000000000e+00	1.72385389563762757e+05	-1.23960310355356801e+06	-6.07997847961085849e+05	8.33404839623583200e+01	4.61940721626867344e+02	-2.43420728904638466e+01	94092997 3876768151 1610493016 4058490426 2258379363 2591987686 1898287476 787237639 903345581 4151198458 3329781881 763020501 735072509 907241434 2683266309 3109641796 2747422087 1907758073 3544654009 967402806 1175978103 2977897297 487222814 1365361011 1135605094 3391840689 439424068 78964738 82964286 2615014114 2845497352 689350497 3844284774 3106839768 3930635669 2812954772 3211742430 1491072390 2911930097 1476127243 1016992967 3459790378 3600589029 3214000476 2066414251 171874091 966543465 2041323742 2800284779 369504865 3276324470 3109043144 3449804223 606092762 1076571233 597055386 812406815 3560428457 1279528061 1192284906 3901723726 3151627312 1119770784 2148766402 439865810 3390370602 3930522685 686929251 2179246066 2350924190 3463915318 803978229 4214603226 4187358227 2442221254 3919845645 535948546 776456293 643671282 1980573540 4102688682 2395909669 2623311385 304406657 3895182308 3361211421 3104025924 4192576659 3937558860 3875114653 2539521827 2267794604 4219708372 3340228140 653880793 1023650257 2802704344 322666281 2398447747 258870631 4222183122 1630286009 3147438719 1936277991 3973317256 4002319276 4037928742 2802868459 3276177242 1824925698 2203158667 2657846416 534021910 3648523043 719736484 2238364425 3891423074 1006554064 3135578292 1006327721 2691259596 2698089090 536699802 928326868 810625203 1227766529 1700302211 3437914247 382355470 3325567084 3472755505 636847182 551029830 283404079 2062187038 1563376654 2276206795 966442002 3159569220 4143795999 2731015477 137926258 3241774416 719077231 1815331180 4096808121 1362378720 2415586225 2508040888 1112908243 1252079121 3575455417 3756705648 1355615303 408810233 3520231333 105639798 3628951102 583473994 1650040198 3575142996 3949375669 3579574380 826495162 984332281 905059239 3636289194 1706106452 29381612 1833491275 3711343457 2194025271 2899448333 1461436987 2492416413 2757510459 618779412 3181204527 527019234 913553942 735201139 555611852 677838797 4120907999 2571783168 2166759729 3755419290 2216859374 4165904111 2592231528 456039313 3830425255 4240916671 3841779162 3417385192 1683927446 3695338489 2777790082 3531383479 2596443266 3847083947 949167828 2634730017 4268299869 712220544 886583231 1659951096 746798687 1462278360 3025732425 288310736 1262195870 4293925510 4279608116 2449167106 738493216 2537148036 843814141 349796785 3380385062 7168395 2465062012 2298998900 561010537 998217445 3755489609 2176856359 856484481 1599302672 513960948 2962586331 2593356951 2694272625 1426497303 533349862 1246565353 1816809329 877622640 3114249288 321693956 2916940680 3720478313 992794392 4008269412 2433577038 784940545 2614359159 3881578738 2189333767 1496747156 3984265245 1340929212 4272632955 1527998754 3071827921 584503602 3347938043 1884507078 3209201693 2918159610 1671483458 2551696163 3160369551 1678722857 3913247745 469450957 4056631066 1281601143 2035704711 2449467986 916922998 3788416569 299986628 1775246508 335674868 1585901220 3264136055 3761443879 819300343 604734984 3644431752 2303013364 2444448398 1365941250 3739200668 4128777839 3247977078 1609609782 3677426715 1227733234 1647076664 4185988230 3042846821 2521563752 641141458 200179607 2835179721 541477329 4088574418 905894952 2317444665 1560477193 2141342323 548309601 4220097522 2465387933 1369102426 2150974410 2420637453 2767920152 1804932996 3971112887 2048410806 44550282 1444760884 1024300751 2448869868 2396300814 3911431170 768861438 56164459 261150016 1016225116 2498407541 1697029673 428106710 1515290799 1991517881 3724625236 1317240243 2486083512 952469102 1627334245 706054940 1394866855 2967516671 3560716311 1567394471 2409233068 4226119629 2986313679 2091066250 1007581902 2614412054 1742731127 1385301334 73862992 2363536609 652494054 332564863 1189278880 1494663837 1847032202 164576729 837800304 1788236825 2171092352 683501318 3874881813 2137695952 3490501004 2194673460 1263863628 981992874 2326137395 3222737375 2083257777 3101117509 2527558594 741624784 3405253228 961616168 601783243 3858695743 3042751941 2253929740 3158505870 3525807136 4222175666 694075072 1213498585 3782847441 2885127411 992904586 3767496180 3838886687 977120901 2530052164 222299605 1786221316 174487906 201167872 234803382 1725635061 2759039496 1202994645 4164852576 1222484537 3651464985 1826522844 3469908521 2431215040 4252428987 2724357976 2836246308 1153070673 3066723385 3915617653 1863246615 219131841 2867659676 931255530 205082067 3045484560 4213975881 270265318 4017933154 4197151794 2226966886 2901369275 3974720844 3606993445 3161141610 422527306 3479464970 1192171869 746936350 861300609 1564602641 2092739694 703296083 741407364 2086081132 1112024930 2149260062 1582124503 3650565086 2059803590 1493468119 1576517714 1754719025 3283965859 1119340102 3204758539 990617551 2267770314 3192615099 2792714994 873282975 2632324171 3929371314 4112743496 3292636043 4227493500 3671465565 795422379 498911129 1485370388 4246677328 2930187530 2306690144 768402441 4168984267 491069602 1990422293 4246850489 427174688 179084726 817188752 436935024 2896338949 4123016323 156485793 2111447958 3952618702 3855039242 1170965119 1370238869 1811146794 1476916940 2883596591 545574196 1424264485 1179705230 2064061857 4231527163 4095555499 2195946836 2851149359 3447074431 1428536712 3281117574 1793748183 1488409258 3928680048 2852758803 1329255473 1075030760 4076582812 1358667396 1444071947 1007015971 914869389 2515931238 103263355 1646760459 4181532023 2637813704 3607437295 1669940140 324439821 1033532265 3789265895 2274820876 2118052340 4161685464 1563348278 946436029 4003701198 2933680606 4222750404 949710812 4137615279 2038161160 2011808172 828365838 3949071630 3933089677 4250006803 1105301628 2483345171 949874069 2976371346 2749059831 410238229 2837498814 3302115109 2413389393 710805026 2062312178 3099183414 728400786 1131846613 2918625475 1740932043 2273992183 569859482 3587124002 527419833 2884536663 702201738 3181367770 1355359041 3540761991 2939332954 119335842 1737611568 3152878582 756866007 3851975292 3690535762 259023740 3628041080 932235504 2277607930 2789020068 345971385 2469088008 2359305377 2804879038 1091383154 899388032 3698080025 665236113 1610508767 1665960919 3779625893 3782184612 2568819968 764141290 3484590520 2746891826 3365781747 41824559 3344462555 2552517832 1165883486 2668771104 4048536756 69883283 1328700536 3781719278 1578830785 3402910384 1354780152 3512757654 2043229720 816008369 1565969022 3740933773 952460686 1001275573 218467789 3280804067 2641603049 689320426 4076665240 2722885702 12270976 3098395058 2994492842 1742307041 296026964 3929729145 1792574788 4241023520 221508654 3296104799 1921455934 1379346926 2925010494 4157535862 722399725 603714781	2911930097 1476127243 1016992967 3459790378 3600589029 3214000476 2066414251 171874091 966543465 2041323742 2800284779 369504865 3276324470 3109043144 3449804223 606092762 1076571233 597055386 812406815 3560428457 1279528061 1192284906 3901723726 3151627312 1119770784 2148766402 439865810 3390370602 3930522685 686929251 2179246066 2350924190 3463915318 803978229 4214603226 4187358227 2442221254 3919845645 535948546 776456293 643671282 1980573540 4102688682 2395909669 2623311385 304406657 3895182308 3361211421 3104025924 4192576659 3937558860 3875114653 2539521827 2267794604 4219708372 3340228140 653880793 1023650257 2802704344 322666281 2398447747 258870631 4222183122 1630286009 3147438719 1936277991 3973317256 4002319276 4037928742 2802868459 3276177242 1824925698 2203158667 2657846416 534021910 3648523043 719736484 2238364425 3891423074 1006554064 3135578292 1006327721 2691259596 2698089090 536699802 928326868 810625203 1227766529 1700302211 3437914247 382355470 3325567084 3472755505 636847182 551029830 283404079 2062187038 1563376654 2276206795 966442002 3159569220 4143795999 2731015477 137926258 3241774416 719077231 1815331180 4096808121 1362378720 2415586225 2508040888 1112908243 1252079121 3575455417 3756705648 1355615303 408810233 3520231333 105639798 3628951102 583473994 1650040198 3575142996 3949375669 3579574380 826495162 984332281 905059239 3636289194 1706106452 29381612 1833491275 3711343457 2194025271 2899448333 1461436987 2492416413 2757510459 618779412 3181204527 527019234 913553942 735201139 555611852 677838797 4120907999 2571783168 2166759729 3755419290 2216859374 4165904111 2592231528 456039313 3830425255 4240916671 3841779162 3417385192 1683927446 3695338489 2777790082 3531383479 2596443266 3847083947 949167828 2634730017 4268299869 712220544 886583231 1659951096 746798687 1462278360 3025732425 288310736 1262195870 4293925510 4279608116 2449167106 738493216 2537148036 843814141 349796785 3380385062 7168395 2465062012 2298998900 561010537 998217445 3755489609 2176856359 856484481 1599302672 513960948 2962586331 2593356951 2694272625 1426497303 533349862 1246565353 1816809329 877622640 3114249288 321693956 2916940680 3720478313 992794392 4008269412 2433577038 784940545 2614359159 3881578738 2189333767 1496747156 3984265245 1340929212 4272632955 1527998754 3071827921 584503602 3347938043 1884507078 3209201693 2918159610 1671483458 2551696163 3160369551 1678722857 3913247745 469450957 4056631066 1281601143 2035704711 2449467986 916922998 3788416569 299986628 1775246508 335674868 1585901220 3264136055 3761443879 819300343 604734984 3644431752 2303013364 2444448398 1365941250 3739200668 4128777839 3247977078 1609609782 3677426715 1227733234 1647076664 4185988230 3042846821 2521563752 641141458 200179607 2835179721 541477329 4088574418 905894952 2317444665 1560477193 2141342323 548309601 4220097522 2465387933 1369102426 2150974410 2420637453 2767920152 1804932996 3971112887 2048410806 44550282 1444760884 1024300751 2448869868 2396300814 3911431170 768861438 56164459 261150016 1016225116 2498407541 1697029673 428106710 1515290799 1991517881 3724625236 1317240243 2486083512 952469102 1627334245 706054940 1394866855 2967516671 3560716311 1567394471 2409233068 4226119629 2986313679 2091066250 1007581902 2614412054 1742731127 1385301334 73862992 2363536609 652494054 332564863 1189278880 1494663837 1847032202 164576729 837800304 1788236825 2171092352 683501318 3874881813 2137695952 3490501004 2194673460 1263863628 981992874 2326137395 3222737375 2083257777 3101117509 2527558594 741624784 3405253228 961616168 601783243 3858695743 3042751941 2253929740 3158505870 3525807136 4222175666 694075072 1213498585 3782847441 2885127411 992904586 3767496180 3838886687 977120901 2530052164 222299605 1786221316 174487906 201167872 234803382 1725635061 2759039496 1202994645 4164852576 1222484537 3651464985 1826522844 3469908521 2431215040 4252428987 2724357976 2836246308 1153070673 3066723385 3915617653 1863246615 219131841 2867659676 931255530 205082067 3045484560 4213975881 270265318 4017933154 4197151794 2226966886 2901369275 3974720844 3606993445 3161141610 422527306 3479464970 1192171869 746936350 861300609 1564602641 2092739694 703296083 741407364 2086081132 1112024930 2149260062 1582124503 3650565086 2059803590 1493468119 1576517714 1754719025 3283965859 1119340102 3204758539 990617551 2267770314 3192615099 2792714994 873282975 2632324171 3929371314 4112743496 3292636043 4227493500 3671465565 795422379 498911129 1485370388 4246677328 2930187530 2306690144 768402441 4168984267 491069602 1990422293 4246850489 427174688 179084726 817188752 436935024 2896338949 4123016323 156485793 2111447958 3952618702 3855039242 1170965119 1370238869 1811146794 1476916940 2883596591 545574196 1424264485 1179705230 2064061857 4231527163 4095555499 2195946836 2851149359 3447074431 1428536712 3281117574 1793748183 1488409258 3928680048 2852758803 1329255473 1075030760 4076582812 1358667396 1444071947 1007015971 914869389 2515931238 103263355 1646760459 4181532023 2637813704 3607437295 1669940140 324439821 1033532265 3789265895 2274820876 2118052340 4161685464 1563348278 946436029 4003701198 2933680606 4222750404 949710812 4137615279 2038161160 2011808172 828365838 3949071630 3933089677 4250006803 1105301628 2483345171 949874069 2976371346 2749059831 410238229 2837498814 3302115109 2413389393 710805026 2062312178 3099183414 728400786 1131846613 2918625475 1740932043 2273992183 569859482 3587124002 527419833 2884536663 702201738 3181367770 1355359041 3540761991 2939332954 119335842 1737611568 3152878582 756866007 3851975292 3690535762 259023740 3628041080 932235504 2277607930 2789020068 345971385 2469088008 2359305377 2804879038 1091383154 899388032 3698080025 665236113 1610508767 1665960919 3779625893 3782184612 2568819968 764141290 3484590520 2746891826 3365781747 41824559 3344462555 2552517832 1165883486 2668771104 4048536756 69883283 1328700536 3781719278 1578830785 3402910384 1354780152 3512757654 2043229720 816008369 1565969022 3740933773 952460686 1001275573 218467789 3280804067 2641603049 689320426 4076665240 2722885702 12270976 3098395058 2994492842 1742307041 296026964 3929729145 1792574788 4241023520 221508654 3296104799 1921455934 1379346926 2925010494 4157535862 722399725 603714781 3797710381 3059480885 1412257217 345258951 3721801267 2246320641 740094468 720299309 2131580716 1291777242 651577280 3824057270 369499180 1007813057 1798142920 3302021071 1414910259 1267141578 1288657277 1433959302 2073839941 3392792169 492253661 3443431423 1793284642 4050893640 460666187 3441204117 1256316972 2017997850 4275406062 1875927458 539746818 3318193222 2145771214 601928707 774364577 266070201
