# DaMaSCUS-SUN evaporation times
# format_version = 3
# DM_mass_GeV = 5.000000e-02
# DM_sigma_cm2 = 1.000000e-35
# sorted_by = lifetime_unbinding_sec rank trajectory_id
# rank trajectory_id lifetime_unbinding_sec
2	6039	7.4666816527e-03
2	4261	1.0561317603e-01
0	14116	1.2836487970e-01
0	5396	1.4566802126e-01
0	7802	1.7783899790e-01
1	2145	2.9963907999e-01
2	8325	3.0230685859e-01
1	6223	3.9403205264e-01
1	1835	4.6432139750e-01
0	903	4.6526274553e-01
1	7802	4.9882136552e-01
2	14059	5.3136143239e-01
3	5616	5.8144052223e-01
0	736	7.6989358234e-01
0	9507	7.7192926820e-01
0	13134	8.2611316528e-01
2	11286	8.4122264422e-01
0	11929	8.4221484502e-01
0	2680	8.5295709586e-01
1	6885	9.7724822624e-01
2	6283	9.8223392106e-01
1	14026	1.0145778441e+00
3	14015	1.0590729472e+00
2	11355	1.1019437126e+00
3	5425	1.1098379543e+00
0	11479	1.1138035318e+00
0	6756	1.1374409249e+00
2	6288	1.1773765209e+00
1	4872	1.1804381661e+00
0	5032	1.2832224876e+00
2	9283	1.3828430650e+00
3	4267	1.4253698408e+00
2	5029	1.5409579088e+00
0	10573	1.5465590737e+00
3	4315	1.5621490114e+00
3	4097	1.5670442920e+00
0	5102	1.6507114650e+00
3	3265	1.7736074939e+00
3	1924	1.8692723927e+00
2	6167	1.8818885313e+00
2	2881	1.8845693396e+00
0	10616	1.9030045639e+00
1	8787	1.9127827124e+00
2	12339	1.9423465397e+00
3	1023	1.9868175460e+00
1	7434	2.0137409387e+00
3	7407	2.0721594158e+00
3	9843	2.0914448181e+00
3	1323	2.1659978937e+00
2	11716	2.2654968786e+00
2	6666	2.2921910400e+00
3	8066	2.3298482819e+00
1	988	2.3556519285e+00
0	11184	2.3760596200e+00
2	2461	2.5246170552e+00
0	5235	2.6107090655e+00
0	13456	2.7772299684e+00
0	9431	2.8226774996e+00
3	7763	2.8784765325e+00
3	8779	2.8959607784e+00
2	9492	2.9461713026e+00
3	13334	3.0145502205e+00
2	3408	3.0470373384e+00
1	1780	3.0711445902e+00
0	3993	3.0754889708e+00
2	998	3.1051402837e+00
0	9936	3.1079252304e+00
3	12885	3.1758682827e+00
0	8920	3.2243158061e+00
1	8265	3.2304538115e+00
2	8761	3.3204204679e+00
2	6302	3.3297218423e+00
2	12959	3.5189694249e+00
2	13277	3.5488141571e+00
0	4598	3.5616797649e+00
3	12790	3.5620332975e+00
1	12766	3.7202632253e+00
0	1290	3.8019121253e+00
1	319	3.9878931111e+00
0	1192	3.9938039959e+00
0	3296	4.0440660308e+00
0	11440	4.1145130188e+00
2	13702	4.1453686825e+00
2	11974	4.1625703356e+00
2	3190	4.1689134455e+00
3	1520	4.1936700855e+00
3	12443	4.2228827740e+00
1	14144	4.2379942448e+00
0	12408	4.2842844013e+00
1	5698	4.2871780841e+00
2	12936	4.3416808942e+00
1	2756	4.4238370042e+00
3	310	4.4450060827e+00
1	10426	4.4504814318e+00
0	9093	4.4505469618e+00
3	8208	4.4829937295e+00
1	7815	4.4867095340e+00
1	2570	4.7997885431e+00
2	11731	4.8006341460e+00
2	12690	4.8242632390e+00
1	3789	4.8254449339e+00
1	2989	4.9525732999e+00
0	8424	4.9851404538e+00
0	989	4.9980654589e+00
1	2577	5.0083248122e+00
2	6137	5.0152449038e+00
0	1440	5.0341057791e+00
1	1992	5.0408846678e+00
2	9072	5.0950415811e+00
2	2932	5.1500500929e+00
2	4665	5.1703209690e+00
1	6351	5.1733424824e+00
0	8896	5.1736180843e+00
2	3185	5.2291256392e+00
2	7865	5.2599982904e+00
0	1343	5.2770654096e+00
1	14172	5.2813188187e+00
1	6367	5.4147751149e+00
2	6335	5.4403533467e+00
1	8079	5.4629032905e+00
3	4768	5.4910826045e+00
1	12761	5.4925661026e+00
3	14262	5.5434574250e+00
2	772	5.5480448731e+00
3	11768	5.5612044420e+00
0	1460	5.6369153203e+00
