# DM_mass_GeV = 1.000000e-02
# DM_sigma_cm2 = 1.000000e-35
# total_trajectories = 69355
# captured_particles = 10020
# bincount_integration = conservative-hermite-radial-v1
# bincount_dense_position_tolerance_km = 1.391400e+00
# capture_rate = 0.14447408
# capture_rate_raw = 0.14447408
# capture_rate_err = 0.00133497
# capture_rate_raw_err = 0.00133497
# capture_rate_CI_95_lower = 0.14187722
# capture_rate_CI_95_upper = 0.14711032
# capture_rate_raw_CI_95_lower = 0.14187722
# capture_rate_raw_CI_95_upper = 0.14711032
# valid_trajectories = 69294
# completed_outward_escapes = 59274
# unresolved_not_captured_trajectories = 61
# numerical_failures = 68
# computational_truncations = 0
# initial_shift_failures = 0
# final_reflection_shift_failures = 0
# normal_mode_mpi_sync_interval = 64
# mpi_sync_rounds = 225
# final_mpi_round_trajectories = 256
# mpi_tail_trajectories = 11755
# capture_target_overshoot = 20
# total_scatterings = 132855
# average_scatterings = 1.915579266095
# simulation_time_seconds = 12.200302000000
# capture_rate_valid = 0.14460126
# capture_rate_valid_err = 0.00133605
# capture_rate_valid_CI_95_lower = 0.14200231
# capture_rate_valid_CI_95_upper = 0.14723962
# numerical_failure_rate = 0.00098046
# not_captured_bincount_samples = 59274
# excluded_incomplete_not_captured = 61
# bin_index  cap_dt[s]  cap_v2dt[km2/s]  cap_err_dt[s]  cap_err_v2dt[km2/s]  not_cap_dt[s]  not_cap_v2dt[km2/s]  not_cap_err_dt[s]  not_cap_err_v2dt[km2/s]
0	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
1	1.5539122307e+00	1.2757337799e+07	1.1664838504e+00	1.0019901939e+07	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2	2.2107681311e+00	1.3239368934e+07	1.3565216089e+00	8.2990616823e+06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
3	4.3559239619e+00	4.5460337343e+07	1.9306006154e+00	2.0867018308e+07	1.6597437782e+00	5.9636321657e+06	1.6597297776e+00	5.9635818599e+06
4	8.5997218174e+00	7.8805061400e+07	3.5259276733e+00	2.9202540887e+07	2.1866322743e+00	1.6482356712e+07	1.5461698565e+00	1.3143459093e+07
5	9.9930429324e+00	7.4491477936e+07	4.0765562674e+00	2.6748940171e+07	3.4048902048e+00	2.4940773862e+07	1.7647495647e+00	1.3066621283e+07
6	9.7046279890e+00	6.4025022179e+07	3.5884916613e+00	2.0915045376e+07	5.5389548726e+00	3.1237443299e+07	2.6888568050e+00	1.5108304281e+07
7	1.8861512150e+01	8.4824815796e+07	8.4928050480e+00	3.0293867350e+07	6.3515260800e+00	4.1471559203e+07	2.7988259071e+00	1.7818815029e+07
8	1.5922725840e+01	9.2447137276e+07	5.6030010433e+00	2.8894512475e+07	6.4756833647e+00	4.6161292714e+07	2.4391797620e+00	2.0125466823e+07
9	2.7213436319e+01	1.1439587368e+08	8.9095134211e+00	3.0804577927e+07	1.2250614403e+01	1.0085506840e+08	4.1572873593e+00	3.6845174842e+07
10	2.8439408838e+01	1.1857448529e+08	7.9327305539e+00	2.8699882968e+07	9.6962052550e+00	7.5673309345e+07	3.1802813854e+00	2.5859554739e+07
11	2.9840344394e+01	1.5220143658e+08	7.3126264492e+00	3.6551787818e+07	1.3976617279e+01	1.0549894819e+08	4.7961797177e+00	3.3827753789e+07
12	3.7774548742e+01	2.2194794464e+08	9.6195286682e+00	6.0423884581e+07	1.4560937264e+01	1.3322424528e+08	4.3398226596e+00	4.0502517815e+07
13	4.5469297314e+01	2.6392451556e+08	1.3845922388e+01	6.5006031308e+07	1.8536203317e+01	1.4962608947e+08	5.3529902332e+00	4.1654170230e+07
14	5.3892689934e+01	3.2539842140e+08	1.2056262144e+01	6.6206064845e+07	1.9918765817e+01	1.6029261215e+08	5.0532023884e+00	3.9892622887e+07
15	6.9811682550e+01	4.6944483384e+08	1.3883340030e+01	9.6341543993e+07	2.6238968684e+01	2.5042795203e+08	6.2414144781e+00	6.5572582533e+07
16	6.7636064408e+01	4.1446816044e+08	1.2098851194e+01	7.2257180235e+07	2.6132856786e+01	2.2416512499e+08	5.4240163823e+00	4.9443661936e+07
17	6.9593918305e+01	4.2799802004e+08	1.2943316070e+01	7.6798589672e+07	3.2304306082e+01	2.7497604918e+08	6.6491975197e+00	6.4405069264e+07
18	9.7162928021e+01	4.7559829988e+08	1.8552108406e+01	7.5006007933e+07	3.4965571844e+01	3.2437946253e+08	7.0283801741e+00	7.1090754576e+07
19	9.6391590349e+01	5.4841455159e+08	1.5233479004e+01	8.6480341148e+07	3.8122603767e+01	3.2030330827e+08	7.6171241851e+00	6.2446013899e+07
20	9.9868731058e+01	5.6294023801e+08	1.5272448102e+01	8.3385016389e+07	4.0692147787e+01	3.6267012259e+08	8.1008465747e+00	7.1738185223e+07
21	1.1755822185e+02	7.0648513344e+08	1.6771283658e+01	1.0052644514e+08	4.7625764479e+01	4.4113636924e+08	9.7999721341e+00	9.6465607574e+07
22	1.4509799563e+02	9.4262331506e+08	1.9828415954e+01	1.5037725646e+08	4.2351923318e+01	3.9851339791e+08	7.6672994103e+00	8.0810125084e+07
23	1.5385854391e+02	9.8344607601e+08	1.9678872768e+01	1.4257957686e+08	5.2771317848e+01	5.2469741995e+08	9.1188065881e+00	9.6749403260e+07
24	1.9702753748e+02	1.1519023464e+09	2.4564926345e+01	1.6282417953e+08	5.6513934489e+01	5.1928799704e+08	1.0293692031e+01	9.2452514217e+07
